시도,시군구,사고건수[건],사망자수[명],부상자수[명],중상자[명],경상자[명],연도,일,월,화,수,목,금,토,00시-02시,02시-04시,04시-06시,06시-08시,08시-10시,10시-12시,12시-14시,14시-16시,16시-18시,18시-20시,20시-22시,22시-24시,Severity
부산,수영구,666,5,875,204,612,2020,86,92,105,96,106,85,96,45,16,22,20,62,60,71,78,94,79,62,57,0.23314285714285715
세종,세종시,932,17,1330,234,744,2022,90,115,136,165,152,156,118,26,14,22,53,124,71,94,95,140,148,84,61,0.17593984962406015
강원,양양군,155,8,279,74,197,2018,25,15,29,21,18,21,26,5,2,1,6,15,18,20,25,16,28,10,9,0.26523297491039427
서울,동대문구,1534,12,1843,367,1308,2022,179,226,214,231,245,227,212,61,28,26,79,169,184,170,176,215,189,144,93,0.19913185024416713
경남,창녕군,263,2,380,146,213,2021,37,36,41,36,37,35,41,5,2,4,16,28,32,39,43,29,32,21,12,0.38421052631578945
충남,당진시,529,20,762,145,597,2022,73,68,76,79,81,79,73,17,5,8,29,47,54,46,72,89,76,59,27,0.19028871391076116
경기,구리시,751,6,1103,194,818,2019,78,102,110,121,110,112,118,42,25,27,32,80,83,89,92,86,85,56,54,0.17588395285584768
충남,청양군,185,6,276,103,168,2022,16,21,30,31,31,22,34,2,1,2,9,26,30,31,27,19,26,10,2,0.37318840579710144
전남,무안군,280,11,397,70,321,2022,33,47,30,45,33,56,36,8,2,2,21,24,36,37,32,39,38,32,9,0.17632241813602015
충북,음성군,606,20,952,241,702,2020,61,105,87,99,81,85,88,14,14,7,46,57,48,72,75,78,82,64,49,0.25315126050420167
경북,봉화군,136,9,196,56,120,2020,20,21,15,20,19,20,21,2,1,1,13,16,28,23,15,16,10,8,3,0.2857142857142857
경기,포천시,887,15,1475,327,962,2019,117,132,131,128,121,132,126,41,14,15,52,94,97,99,120,112,135,67,41,0.2216949152542373
경남,의령군,142,7,188,68,106,2021,16,20,23,17,30,21,15,0,4,2,6,12,20,24,19,24,18,8,5,0.3617021276595745
경기,과천시,187,6,290,62,211,2020,14,43,16,38,29,22,25,5,6,9,18,23,17,13,20,25,22,16,13,0.21379310344827587
대구,중구,720,3,1025,180,676,2022,80,88,100,104,86,120,142,48,28,26,23,50,62,69,104,87,87,79,57,0.17560975609756097
울산,동구,467,2,610,151,456,2021,50,72,78,64,76,71,56,20,6,10,37,27,35,48,55,74,76,50,29,0.24754098360655738
광주,동구,604,6,933,137,765,2019,66,94,93,82,88,100,81,34,21,10,27,65,81,69,61,69,78,51,38,0.14683815648445875
강원,원주시,1718,20,2620,473,2053,2021,198,253,252,234,270,297,214,68,28,34,71,212,178,189,213,240,265,138,82,0.18053435114503816
전남,무안군,462,14,676,100,571,2021,37,78,68,71,68,74,66,7,3,9,24,55,61,44,64,68,81,30,16,0.14792899408284024
전남,나주시,403,9,638,143,468,2022,33,55,63,55,69,68,60,5,4,9,26,46,46,37,44,63,64,42,17,0.22413793103448276
경기,연천군,178,8,283,56,217,2022,22,36,16,25,28,27,24,6,0,1,4,18,30,18,28,23,19,27,4,0.1978798586572438
충남,천안시,3137,42,4653,793,3640,2019,345,449,482,428,440,528,465,144,91,84,189,298,276,337,333,352,474,304,255,0.17042768106597894
경남,함양군,201,7,300,114,144,2019,25,45,26,26,31,25,23,2,1,1,5,31,35,22,34,31,19,13,7,0.38
대구,중구,621,6,906,144,608,2021,71,101,72,83,92,97,105,37,21,22,20,40,54,69,90,88,87,50,43,0.15894039735099338
경북,봉화군,149,5,239,54,154,2019,14,27,24,24,20,19,21,1,2,4,6,20,17,23,26,21,17,6,6,0.22594142259414227
경남,합천군,216,12,295,139,134,2020,17,31,34,33,32,43,26,6,1,4,15,24,36,26,38,31,18,11,6,0.4711864406779661
인천,중구,486,7,757,159,563,2020,60,71,65,81,59,90,60,22,6,17,36,36,51,34,82,64,64,44,30,0.21003963011889035
경기,여주시,507,16,859,183,639,2020,73,75,68,63,77,73,78,8,6,13,23,44,58,62,71,76,80,48,18,0.21303841676367868
전북,고창군,134,9,214,67,147,2021,19,22,20,16,28,11,18,0,2,0,13,17,15,14,19,20,20,9,5,0.3130841121495327
대전,동구,1046,10,1496,268,1214,2021,116,165,147,139,130,178,171,36,10,18,44,89,105,127,128,158,161,114,56,0.17914438502673796
경기,남양주시,2431,41,3903,707,2843,2018,277,346,352,355,345,384,372,103,51,55,123,278,266,232,267,328,324,229,175,0.1811427107353318
경기,고양시,3916,39,5794,1096,4126,2019,442,548,608,551,580,604,583,172,107,89,207,436,358,391,416,495,570,355,320,0.18916120124266483
대구,수성구,2005,8,2891,457,2178,2022,188,289,282,283,284,337,342,69,43,37,80,225,217,227,245,279,269,193,121,0.15807679003804911
대구,달서구,3110,13,4629,883,3430,2018,337,460,449,480,419,512,453,156,83,80,186,294,258,272,303,415,501,347,215,0.1907539425361849
충남,아산시,1083,36,1521,401,1059,2019,133,148,151,179,168,152,152,51,21,24,75,122,77,93,119,139,156,115,91,0.26364234056541747
경북,영양군,47,3,66,18,43,2022,4,4,7,4,13,5,10,0,0,0,2,5,9,4,8,7,8,3,1,0.2727272727272727
부산,남구,705,4,898,203,637,2021,69,116,103,115,104,96,102,17,11,13,37,60,60,90,89,95,105,71,57,0.22605790645879734
강원,철원군,145,5,240,97,141,2018,13,19,23,13,17,35,25,3,1,3,9,11,21,16,22,16,19,15,9,0.4041666666666667
경기,용인시,3262,35,5066,793,3653,2020,313,507,476,460,498,518,490,125,63,93,198,332,297,360,385,423,446,326,214,0.15653375444137385
서울,광진구,1108,10,1474,343,1046,2018,143,144,159,158,156,182,166,104,51,34,64,107,89,104,98,107,103,124,123,0.2327001356852103
경북,울진군,127,8,170,74,93,2020,15,13,25,12,23,19,20,4,3,1,6,12,20,20,17,12,14,9,9,0.43529411764705883
경북,칠곡군,713,20,1116,219,767,2021,77,102,88,105,98,119,124,24,11,13,43,87,67,83,82,103,107,57,36,0.19623655913978494
대구,달성군,837,10,1202,248,915,2022,110,106,138,125,141,108,109,22,9,11,53,92,79,100,119,118,129,69,36,0.20632279534109818
경기,수원시,4480,29,6459,1015,4898,2020,453,725,658,685,638,683,638,221,107,148,244,407,390,454,453,535,693,468,360,0.15714506889611396
서울,성동구,1143,9,1561,326,1126,2018,120,158,166,165,177,188,169,71,54,57,66,109,103,96,119,122,129,112,105,0.2088404868673927
부산,동래구,1103,6,1482,337,1011,2019,126,151,161,197,135,164,169,48,31,31,60,111,100,123,117,143,141,112,86,0.22739541160593793
전남,순천시,1325,32,2052,443,1562,2018,150,201,201,149,222,202,200,56,27,28,64,150,118,137,132,193,193,125,102,0.2158869395711501
경북,경주시,1626,45,2529,751,1655,2018,227,210,236,242,221,261,229,52,20,21,90,177,157,189,230,224,222,147,97,0.2969553183076315
충남,예산군,326,23,442,116,306,2021,35,49,41,51,53,52,45,10,3,1,23,41,31,39,50,51,35,31,11,0.26244343891402716
경기,과천시,239,1,385,84,243,2018,29,30,33,40,41,35,31,9,5,13,15,38,22,20,28,26,31,17,15,0.21818181818181817
강원,삼척시,414,16,642,158,474,2019,32,59,54,78,56,60,75,9,0,11,24,62,61,60,50,50,59,16,12,0.24610591900311526
경기,안성시,1026,19,1740,396,1218,2018,109,159,136,156,146,164,156,42,19,20,60,131,113,117,110,129,132,92,61,0.22758620689655173
경기,동두천시,273,5,376,54,307,2022,26,44,40,39,40,48,36,11,7,5,19,21,34,33,32,28,40,28,15,0.14361702127659576
부산,북구,447,4,605,131,442,2022,50,67,65,56,65,68,76,13,8,11,23,41,41,46,55,61,73,46,29,0.21652892561983472
전남,신안군,105,8,170,39,127,2021,10,20,17,13,15,15,15,3,2,3,6,15,18,13,21,11,9,2,2,0.22941176470588234
부산,연제구,744,8,977,243,642,2020,77,119,114,125,99,115,95,32,19,19,28,78,88,96,81,87,95,73,48,0.24872057318321392
경북,구미시,2027,30,2989,716,1989,2019,249,280,300,270,323,326,279,93,53,46,119,222,159,190,224,250,303,212,156,0.23954499832719972
경북,포항시,2762,53,4150,907,3116,2018,279,456,367,381,411,471,397,112,56,65,178,279,244,297,333,349,406,235,208,0.21855421686746987
대구,수성구,2135,11,3139,518,2382,2020,205,317,323,323,336,342,289,97,73,45,78,186,210,252,270,266,295,200,163,0.16502070723160242
전남,영암군,493,11,899,180,698,2019,52,73,80,68,78,76,66,10,12,9,46,70,62,43,54,60,69,38,20,0.20022246941045607
충남,예산군,397,17,580,158,413,2019,52,65,41,58,60,67,54,13,2,3,22,50,48,54,48,63,44,32,18,0.27241379310344827
강원,양양군,156,8,289,53,226,2022,22,23,26,20,23,19,23,5,1,2,7,21,23,29,21,20,12,9,6,0.18339100346020762
충북,옥천군,236,7,343,131,198,2019,26,34,38,30,39,33,36,3,5,4,10,28,33,24,35,28,32,19,15,0.3819241982507289
경기,시흥시,2434,29,3652,704,2731,2018,263,365,323,359,382,355,387,119,58,82,177,262,204,231,239,295,334,229,204,0.1927710843373494
전남,구례군,113,2,168,40,123,2022,10,19,20,11,15,22,16,1,1,1,4,23,15,17,17,12,13,6,3,0.23809523809523808
경북,영주시,472,15,624,204,396,2021,49,74,69,70,57,72,81,11,3,8,19,63,52,63,56,74,68,37,18,0.3269230769230769
강원,춘천시,1558,18,2420,390,1910,2018,152,250,215,223,223,265,230,56,28,20,72,181,156,203,184,208,217,142,91,0.16115702479338842
인천,미추홀구,1250,15,1670,240,1331,2022,141,173,166,193,179,211,187,66,40,34,61,106,108,95,124,181,185,148,102,0.1437125748502994
경남,함양군,196,11,280,112,132,2022,15,33,28,25,32,36,27,0,1,2,10,25,30,23,34,36,20,14,1,0.4
전남,구례군,111,8,159,47,104,2020,15,14,12,16,15,20,19,1,1,3,6,13,16,20,19,12,11,9,0,0.29559748427672955
부산,기장군,433,8,670,166,470,2018,40,64,52,65,73,76,63,15,7,9,24,48,46,46,43,57,64,47,27,0.24776119402985075
광주,서구,1829,6,2758,252,2412,2021,187,268,274,254,292,307,247,67,27,38,79,177,166,185,214,249,277,179,171,0.09137055837563451
경기,양주시,1027,14,1520,267,1161,2020,107,167,165,138,143,171,136,29,10,26,46,129,105,117,125,140,138,109,53,0.1756578947368421
인천,연수구,670,10,955,187,738,2019,77,76,98,97,99,117,106,39,18,20,35,65,56,59,65,76,98,86,53,0.19581151832460733
부산,북구,701,10,973,260,647,2019,73,101,110,117,99,102,99,26,21,19,35,71,71,69,61,87,120,67,54,0.2672147995889003
대구,서구,942,6,1313,217,1002,2022,79,141,140,137,153,158,134,30,12,23,61,104,77,106,108,156,139,74,52,0.16527037319116528
부산,동구,539,4,802,175,579,2022,62,77,83,87,73,86,71,21,8,13,20,67,64,70,72,68,62,40,34,0.21820448877805487
경기,안산시,3878,42,5909,1152,4427,2018,424,571,534,581,577,625,566,188,87,132,269,363,300,327,380,462,594,448,328,0.1949568454899306
충북,괴산군,190,10,297,115,166,2019,25,28,31,29,31,19,27,3,3,2,12,20,16,34,26,39,21,10,4,0.3872053872053872
충북,영동군,218,9,334,144,181,2019,23,40,37,26,22,43,27,6,1,4,14,29,33,31,16,32,30,16,6,0.4311377245508982
서울,양천구,1165,8,1529,263,1167,2022,108,161,171,172,196,168,189,51,29,35,56,117,99,138,128,145,160,122,85,0.17200784826684107
강원,인제군,101,10,178,75,101,2018,18,16,15,13,9,12,18,2,1,1,5,7,15,12,13,15,14,9,7,0.42134831460674155
부산,기장군,475,10,728,135,552,2022,68,57,61,65,51,90,83,25,5,8,30,42,45,69,66,56,67,37,25,0.18543956043956045
인천,옹진군,26,3,41,9,31,2022,2,2,4,5,2,6,5,0,0,1,0,3,6,1,5,4,4,2,0,0.21951219512195122
전북,익산시,826,25,1185,252,917,2022,81,120,148,111,124,131,111,26,12,11,58,92,90,101,93,109,111,71,52,0.21265822784810126
경북,군위군,93,4,165,50,113,2022,8,12,22,8,10,20,13,2,3,2,3,11,17,10,14,11,9,6,5,0.30303030303030304
경기,파주시,1693,22,2585,584,1829,2018,177,254,228,267,270,256,241,63,39,35,112,197,149,173,189,214,258,161,103,0.22591876208897485
전남,곡성군,153,9,271,89,171,2019,15,32,17,24,9,27,29,3,1,2,9,22,23,18,20,23,19,8,5,0.3284132841328413
경남,산청군,173,2,297,122,146,2019,37,10,26,24,27,18,31,1,3,4,5,26,23,28,30,23,24,5,1,0.4107744107744108
인천,옹진군,35,2,64,11,48,2020,7,6,2,3,2,6,9,0,1,1,4,3,5,4,4,3,5,3,2,0.171875
제주,제주시,3139,40,4766,815,3370,2019,388,436,473,464,458,477,443,117,62,72,175,379,328,342,377,387,452,266,182,0.17100293747377254
서울,노원구,1413,8,1940,352,1422,2021,154,225,200,217,185,215,217,34,20,33,63,139,153,155,167,191,186,159,113,0.18144329896907216
경북,영천시,740,12,1222,173,986,2021,65,134,110,119,114,109,89,11,8,12,41,94,90,93,102,118,97,47,27,0.14157119476268412
대전,대덕구,752,12,1048,152,848,2020,79,132,112,104,120,115,90,23,16,24,60,81,70,75,84,95,111,69,44,0.1450381679389313
강원,양구군,88,2,156,64,86,2019,12,8,15,11,13,18,11,0,1,5,5,12,8,9,13,19,10,3,3,0.41025641025641024
울산,북구,667,14,1039,220,739,2020,69,98,115,101,111,96,77,37,16,19,63,52,68,50,91,73,83,59,56,0.21174205967276227
전북,완주군,268,18,424,150,265,2018,32,37,52,34,36,43,34,7,3,7,15,21,22,23,31,45,41,29,24,0.35377358490566035
경북,울릉군,15,0,23,10,13,2022,1,4,2,3,2,0,3,0,0,0,0,0,0,6,3,4,1,1,0,0.43478260869565216
경기,구리시,737,9,1074,176,864,2021,65,111,106,102,110,137,106,15,7,21,43,90,95,74,82,112,88,53,57,0.16387337057728119
서울,구로구,1325,10,1810,353,1357,2020,136,200,200,187,223,206,173,80,59,45,73,127,122,123,129,157,165,131,114,0.19502762430939227
대전,동구,1430,14,2162,332,1782,2019,160,223,219,224,175,213,216,52,28,31,70,150,141,144,185,184,217,128,100,0.15356151711378355
서울,금천구,827,16,1167,205,876,2021,93,101,123,122,133,142,113,30,14,25,39,63,85,95,87,81,140,97,71,0.17566409597257926
전북,부안군,281,11,449,136,310,2018,40,33,37,53,38,37,43,5,4,9,17,33,35,42,47,37,28,13,11,0.3028953229398664
경기,오산시,962,10,1409,355,923,2018,102,139,145,143,127,167,139,56,37,22,70,94,86,88,83,110,135,101,80,0.25195173882185945
강원,정선군,125,8,215,77,133,2018,15,21,20,16,16,21,16,1,4,4,8,15,14,13,18,20,13,10,5,0.3581395348837209
강원,원주시,1905,20,3040,619,2258,2018,208,273,313,281,272,279,279,83,43,40,92,233,179,180,182,273,290,157,153,0.2036184210526316
부산,해운대구,1018,12,1452,371,951,2018,147,133,140,148,136,161,153,55,33,28,41,94,99,96,123,122,140,105,82,0.25550964187327824
경북,경산시,1239,22,1683,396,1215,2019,135,200,173,189,202,186,154,45,32,30,72,133,107,135,140,141,194,126,84,0.23529411764705882
서울,영등포구,1998,20,2707,424,2068,2022,212,261,311,262,304,323,325,81,53,48,113,197,188,225,226,231,253,194,189,0.15663095677872182
광주,광산구,2129,15,3531,392,2973,2019,208,317,305,316,306,379,298,98,55,43,117,213,201,196,208,273,305,239,181,0.11101670914755027
경북,청송군,74,9,90,41,49,2021,5,10,15,9,8,9,18,1,1,1,4,10,10,9,10,11,9,6,2,0.45555555555555555
서울,서대문구,974,5,1303,211,911,2022,97,130,139,143,157,158,150,36,15,25,42,123,104,99,112,108,142,86,82,0.16193399846508058
경기,안산시,3821,20,5525,929,4310,2021,419,550,598,572,577,576,529,82,43,94,257,385,326,377,429,494,609,422,303,0.1681447963800905
충북,단양군,145,5,233,50,173,2020,17,19,31,14,14,23,27,2,3,2,13,12,15,23,22,20,20,8,5,0.2145922746781116
전남,구례군,142,7,228,62,152,2019,13,17,27,18,23,31,13,1,0,0,6,11,26,27,26,25,11,8,1,0.2719298245614035
충북,진천군,516,11,840,177,623,2019,42,78,84,79,76,94,63,15,6,9,39,60,53,68,56,64,81,42,23,0.21071428571428572
경북,문경시,289,9,434,110,302,2021,31,33,38,56,47,48,36,8,5,2,7,39,43,41,33,39,44,14,14,0.2534562211981567
서울,강동구,1268,7,1600,377,1124,2020,122,212,199,188,185,181,181,52,29,40,57,105,116,136,167,173,180,117,96,0.235625
충북,옥천군,160,5,223,76,142,2020,11,24,22,23,28,27,25,2,1,1,16,19,18,22,25,25,17,8,6,0.34080717488789236
충북,제천시,801,16,1304,301,927,2020,96,120,114,128,116,116,111,25,14,11,33,77,96,90,108,109,122,75,41,0.2308282208588957
서울,중랑구,1373,7,1826,327,1324,2021,172,193,207,187,185,247,182,40,14,29,66,110,142,157,172,186,196,138,123,0.17907995618838993
강원,강릉시,888,14,1360,285,1054,2019,99,131,115,145,111,148,139,32,12,22,36,100,87,128,98,128,132,63,50,0.20955882352941177
충북,옥천군,120,5,160,57,102,2022,7,22,18,17,19,18,19,0,2,3,5,15,12,17,20,18,17,6,5,0.35625
서울,중랑구,1620,12,2122,462,1438,2019,188,226,253,231,242,254,226,82,45,57,81,173,139,172,163,197,228,160,123,0.2177191328934967
경기,양평군,553,9,920,218,605,2020,104,67,69,70,77,69,97,10,9,3,20,58,81,77,88,88,59,44,16,0.23695652173913043
울산,북구,632,16,991,261,656,2018,63,105,87,91,90,107,89,47,17,30,47,60,47,45,67,77,79,57,59,0.26337033299697277
서울,관악구,1419,8,1829,336,1438,2021,165,178,211,227,208,213,217,52,24,28,56,97,136,169,164,161,232,177,123,0.18370694368507381
전남,무안군,395,17,579,112,466,2019,43,57,46,55,73,68,53,10,2,4,19,47,41,55,57,54,59,27,20,0.19343696027633853
부산,진구,1544,8,2178,538,1495,2020,194,203,212,241,216,245,233,86,60,57,77,132,123,163,173,198,212,157,106,0.24701561065197428
전남,고흥군,317,17,484,141,323,2020,51,59,43,45,39,43,37,3,5,10,20,44,42,36,49,56,29,15,8,0.29132231404958675
경기,하남시,977,9,1443,286,997,2018,100,141,141,136,154,169,136,32,18,16,70,101,112,96,110,134,137,79,72,0.1981981981981982
충남,청양군,170,9,254,95,159,2020,20,25,26,27,31,21,20,5,4,2,7,21,23,19,19,28,25,11,6,0.37401574803149606
서울,은평구,867,11,1218,294,817,2021,74,125,138,128,117,150,135,25,18,23,51,84,70,103,99,110,121,95,68,0.2413793103448276
전남,장성군,225,8,367,77,264,2018,19,35,32,33,37,33,36,3,3,3,19,26,39,30,36,35,16,10,5,0.2098092643051771
전남,보성군,154,5,225,56,163,2022,19,26,26,19,21,23,20,0,0,2,9,17,20,26,23,23,16,12,6,0.24888888888888888
충북,충주시,1349,27,2229,535,1553,2018,164,204,179,216,187,208,191,41,36,25,68,133,116,144,182,173,203,140,88,0.24001794526693584
서울,동대문구,1565,15,1988,507,1340,2019,184,228,235,216,237,244,221,83,44,39,74,165,162,178,175,197,195,131,122,0.2550301810865191
경남,진주시,656,27,859,391,450,2020,61,98,89,109,100,108,91,39,21,23,36,49,50,75,65,64,101,78,55,0.4551804423748545
서울,은평구,918,9,1256,273,895,2022,110,118,130,134,145,155,126,36,20,22,39,86,87,100,122,111,120,101,74,0.21735668789808918
전북,김제시,448,24,691,206,484,2018,36,56,79,69,60,80,68,5,5,7,32,56,55,58,47,64,63,39,17,0.2981186685962373
경기,의정부시,1695,13,2479,418,1812,2020,187,258,243,227,277,237,266,79,35,52,75,158,155,162,178,213,249,217,122,0.16861637757160144
경남,통영시,685,10,1020,231,665,2020,87,89,90,106,84,116,113,22,15,18,34,46,69,80,85,85,120,80,31,0.22647058823529412
서울,중구,955,6,1248,300,814,2020,77,166,139,145,149,156,123,62,23,29,45,77,99,112,105,106,119,100,78,0.2403846153846154
전남,해남군,434,22,712,156,535,2019,50,69,64,74,57,74,46,9,5,10,32,57,68,51,57,55,49,31,10,0.21910112359550563
전남,화순군,263,3,408,85,308,2022,23,34,39,39,45,38,45,3,1,5,17,33,34,36,35,41,31,18,9,0.20833333333333334
충북,충주시,1099,21,1830,417,1361,2020,128,141,154,163,177,182,154,26,24,17,52,115,111,142,146,134,147,106,79,0.2278688524590164
대전,유성구,1645,13,2472,336,2031,2022,179,221,210,266,262,262,245,66,18,32,93,173,169,194,191,225,222,140,122,0.13592233009708737
강원,홍천군,359,16,551,110,414,2019,49,35,65,50,50,61,49,8,3,13,21,42,49,43,43,66,43,18,10,0.1996370235934664
경북,칠곡군,703,17,1102,249,649,2018,75,124,92,85,103,119,105,24,13,22,45,81,58,74,77,104,100,71,34,0.22595281306715065
전남,여수시,1635,27,2511,357,2096,2020,172,231,258,235,237,243,259,72,34,43,109,151,185,184,187,235,190,141,104,0.14217443249701314
부산,영도구,298,2,412,122,279,2022,35,33,58,38,52,41,41,7,4,4,13,37,33,44,34,38,49,18,17,0.2961165048543689
강원,정선군,167,6,244,56,182,2021,17,28,28,19,23,28,24,5,4,1,10,29,18,23,20,22,17,13,5,0.22950819672131148
서울,중구,943,2,1212,246,866,2022,70,128,156,135,137,175,142,54,27,29,39,92,93,92,125,108,143,89,52,0.20297029702970298
경기,평택시,3321,36,5051,775,3779,2021,344,455,477,518,485,575,467,106,53,81,251,295,323,319,309,456,484,369,275,0.1534349633735894
대전,중구,1128,12,1657,307,1283,2018,134,180,155,152,165,183,159,58,40,29,47,97,98,117,125,155,166,114,82,0.18527459263729631
전남,목포시,1385,20,2309,256,2029,2021,145,219,193,218,197,220,193,44,18,30,59,122,143,176,149,197,203,141,103,0.11087050671286271
인천,중구,631,6,1062,220,793,2019,70,109,99,80,81,91,101,26,12,26,49,77,64,58,70,76,79,54,40,0.2071563088512241
부산,동구,495,4,753,195,512,2020,50,77,73,64,83,72,76,12,14,16,26,43,60,62,67,60,62,46,27,0.2589641434262948
경기,하남시,1192,13,1788,264,1330,2020,128,180,157,194,174,200,159,40,16,26,73,114,128,120,149,154,176,124,72,0.1476510067114094
경기,화성시,2716,59,4257,940,3053,2018,261,419,382,421,413,472,348,117,62,73,212,301,195,240,278,343,361,315,219,0.22081277895231383
경기,평택시,3388,51,5465,991,3867,2018,319,516,499,490,515,563,486,134,81,127,267,343,284,328,328,432,458,364,242,0.18133577310155535
전북,남원시,275,18,390,130,260,2020,24,49,41,39,37,45,40,2,4,6,14,24,37,44,36,42,35,22,9,0.3333333333333333
인천,중구,493,14,787,200,543,2018,49,71,74,74,77,68,80,19,13,19,29,63,40,50,43,52,67,63,35,0.25412960609911056
경기,안성시,1072,24,1717,295,1284,2021,120,169,145,166,160,165,147,28,9,19,60,114,112,125,121,158,163,99,64,0.17181129877693652
경남,하동군,149,10,191,91,94,2018,16,23,20,20,26,26,18,1,0,4,9,18,23,21,18,21,18,9,7,0.47643979057591623
인천,계양구,879,10,1190,240,905,2019,91,135,135,131,140,138,109,40,24,33,51,112,69,76,87,116,114,84,73,0.20168067226890757
서울,강남구,3820,10,5175,676,4192,2021,334,512,611,577,601,674,511,150,86,55,109,290,375,473,451,509,535,408,379,0.1306280193236715
경기,양평군,591,13,955,223,625,2019,106,75,65,71,72,95,107,11,3,12,30,54,89,95,93,88,64,32,20,0.23350785340314137
인천,미추홀구,1141,9,1554,273,1150,2020,110,183,168,182,156,173,169,64,41,44,50,88,112,99,124,136,159,119,105,0.17567567567567569
대구,동구,1718,20,2444,574,1666,2018,202,261,251,253,227,265,259,80,51,41,86,182,160,155,197,240,231,174,121,0.234860883797054
경남,남해군,207,6,307,117,147,2020,26,29,27,31,21,28,45,7,3,6,11,28,30,34,20,35,22,6,5,0.3811074918566775
서울,강서구,1606,15,2108,359,1558,2022,176,220,241,218,244,253,254,75,37,56,88,176,155,165,179,184,207,165,119,0.170303605313093
경기,연천군,203,5,316,67,223,2020,29,27,37,31,26,31,22,4,1,1,15,15,28,26,38,29,26,12,8,0.2120253164556962
전남,함평군,152,7,244,36,159,2022,17,23,22,22,17,22,29,0,1,2,7,19,28,27,22,17,14,12,3,0.14754098360655737
강원,정선군,158,3,246,58,181,2022,16,30,14,20,17,34,27,4,1,0,4,17,26,27,23,23,18,9,6,0.23577235772357724
경북,경주시,1259,38,1909,548,1277,2021,154,165,172,155,192,207,214,26,17,17,64,112,179,173,161,177,170,102,61,0.287061288632792
울산,남구,1094,5,1423,336,997,2022,117,159,153,161,170,195,139,58,18,28,62,94,93,117,118,155,151,107,93,0.23612087139845397
충남,서천군,274,9,397,95,300,2022,41,42,43,35,44,45,24,1,0,4,14,49,42,35,40,33,26,22,8,0.23929471032745592
경남,통영시,637,6,932,243,598,2021,78,93,105,81,78,118,84,15,6,13,29,65,65,91,80,82,91,63,37,0.2607296137339056
대구,동구,1656,14,2435,441,1806,2021,187,274,225,240,200,270,260,45,35,27,54,144,174,195,227,234,282,135,104,0.1811088295687885
전북,진안군,63,7,94,32,62,2021,8,9,9,5,16,9,7,1,0,0,3,6,12,11,11,6,9,2,2,0.3404255319148936
충남,공주시,514,26,796,221,540,2020,53,75,76,80,74,71,85,18,6,17,27,52,58,63,70,64,80,37,22,0.2776381909547739
경남,고성군,209,6,273,95,170,2021,21,35,36,39,25,27,26,1,4,1,16,25,30,27,30,24,31,12,8,0.34798534798534797
경기,양평군,504,20,812,191,564,2021,67,69,67,64,65,79,93,8,2,5,25,49,65,66,79,89,60,34,22,0.23522167487684728
전남,광양시,575,15,796,157,612,2021,56,76,72,95,103,102,71,20,7,7,36,49,65,71,73,71,77,62,37,0.1972361809045226
인천,연수구,542,9,743,166,553,2021,68,77,72,74,80,85,86,18,8,10,28,67,33,53,53,74,85,67,46,0.2234185733512786
경북,군위군,135,18,227,93,132,2019,16,21,22,18,14,16,28,0,1,6,6,21,23,14,15,22,17,8,2,0.40969162995594716
경기,가평군,367,10,651,128,496,2021,67,59,34,53,37,50,67,3,1,1,22,34,46,54,62,63,42,26,13,0.1966205837173579
경북,예천군,155,8,197,79,116,2022,20,22,22,19,21,28,23,6,1,2,5,23,18,28,20,20,19,7,6,0.4010152284263959
경북,예천군,191,13,275,161,109,2020,16,21,33,32,37,27,25,3,3,2,16,25,35,25,26,19,26,4,7,0.5854545454545454
전북,순창군,110,9,134,41,77,2019,12,16,17,8,23,20,14,0,1,0,6,20,18,15,17,13,12,6,2,0.30597014925373134
충남,서산시,737,24,1067,384,628,2020,81,117,109,104,103,121,102,33,10,22,47,68,79,77,80,104,87,71,59,0.3598875351452671
